index,ID,label,tanggal,judul,narasi,nama file gambar,text,clean
2502,583486,1,2020-02-25 00:00:00,Bu Risma minta didoakan agar Surabaya tdk hancur,"Ini dpt info dr group LPMK AAC :
 Bu Risma minta utk didoakan agar kota Surabaya tdk hancur krn adanya patahan lempeng yg melewati Sukolilo sampe Cerme Gresik Dan patahan yg garis kedua dari Waru ke Krian, Mojokerto, Jombang, Nganjuk sampe Cepu.
 Tim Ahli Gempa Dan juga dari ITS sdh melihat tanda2 pada jalan2 yg akan terjadi patahan dan terlihat semakin membesar.
 
 Maaf video kurang full.",583486.png,"bu risma minta didoakan agar surabaya tdk hancur ini dpt info dr group lpmk aac : bu risma minta utk didoakan agar kota surabaya tdk hancur krn adanya patahan lempeng yg melewati sukolilo sampe cerme gresik dan patahan yg garis kedua dari waru ke krian, mojokerto, jombang, nganjuk sampe cepu. tim ahli gempa dan juga dari its sdh melihat tanda2 pada jalan2 yg akan terjadi patahan dan terlihat semakin membesar. maaf video kurang full.",bu risma doa surabaya hancur dpt info dr group lpmk aac bu risma doa kota surabaya hancur krn patah lempeng lewat sukolilo sampe cerme gresik patah garis waru krian mojokerto jombang nganjuk sampe cepu tim ahli gempa tanda jalan patah besar maaf video
2503,583966,1,2019-12-04 00:00:00,penemuan terdamparnya putri duyung di pesisir pantai nepa banyuates,"Ya allah Tanda” apakah ini,Warga psisir pantai nepa banyuates pagi” di kejutkan dngan penemuan terdamparnya putri duyung",583966.png,"penemuan terdamparnya putri duyung di pesisir pantai nepa banyuates ya allah tanda” apakah ini,warga psisir pantai nepa banyuates pagi” di kejutkan dngan penemuan terdamparnya putri duyung",temu dampar putri duyung pesisir pantai nepa banyuates allah tanda warga pesisir pantai nepa banyuates pagi kejut temu dampar putri duyung
2504,584275,1,2019-10-02 00:00:00,Tangkapan layar chat Whatsapp AKBP Dwi Asmoro,"Penyusup kemaren ternyata Buzzer jokowi ia mengaku digaji 3,2 juta/bulan Dan polisi pun pura pura baik pada TNI
 Kebongkar ocehan Dwi asmoro dan lagi lagi dalang nya adalah Wiranto ,Tito CS",584275.png,"tangkapan layar chat whatsapp akbp dwi asmoro penyusup kemaren ternyata buzzer jokowi ia mengaku digaji 3,2 juta/bulan dan polisi pun pura pura baik pada tni kebongkar ocehan dwi asmoro dan lagi lagi dalang nya adalah wiranto ,tito cs",tangkap layar chat whatsapp akbp dwi asmoro susup kemaren buzzer jokowi aku gaji 32 juta polisi pura pura tni bongkar oceh dwi asmoro dalang nya wiranto tito cs
2505,584456,1,2019-09-02 00:00:00,Anak Perempuan 6 Tahun Gangguan Jiwa Karena Banyak Ikut Les,"Bocah Ini Kena Gangguan Jiwa
  karena Terlalu Banyak Ikut Les
 Kisah yang sungguh membuat hati miris ini datang dari sebuah akun Facebook bernama Andi Teposs. Tertanggal 18 Juli kemarin, Andi berkisah tentang nasib malang yang harus dialami oleh seorang gadis kecil berusia 6 tahun.",584456.jpg,"anak perempuan 6 tahun gangguan jiwa karena banyak ikut les bocah ini kena gangguan jiwa karena terlalu banyak ikut les kisah yang sungguh membuat hati miris ini datang dari sebuah akun facebook bernama andi teposs. tertanggal 18 juli kemarin, andi berkisah tentang nasib malang yang harus dialami oleh seorang gadis kecil berusia 6 tahun.",anak perempuan ganggu jiwa les bocah kena ganggu jiwa les kisah sungguh hati miris akun facebook nama andi tepos tanggal 18 juli kemarin andi kisah nasib malang alami gadis usia
2506,584851,1,2019-06-20 00:00:00,Pelajar Bulukumba yang Terjerat Kasus Video Asusila Tewas Bunuh Diri,VIRAL SISWA SMK BULUKUMBA MENCOBA MENGAKHIRI HIDUPNYA!! Jangko kasih hidup blitz nya 2019,584851.png,pelajar bulukumba yang terjerat kasus video asusila tewas bunuh diri viral siswa smk bulukumba mencoba mengakhiri hidupnya!! jangko kasih hidup blitz nya 2019,ajar bulukumba jerat video asusila tewas bunuh viral siswa smk bulukumba coba hidup jangko kasih hidup blitz nya 2019
2507,584852,1,2019-06-20 00:00:00,KAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANG,KAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANG,584852.png,kaki tangan rezim zalim sudah mulai menghalangi agar bw tidak bisa masuk ke gedung mk untuk ikut sidang kaki tangan rezim zalim sudah mulai menghalangi agar bw tidak bisa masuk ke gedung mk untuk ikut sidang,kaki tangan rezim zalim halang bw masuk gedung mk sidang kaki tangan rezim zalim halang bw masuk gedung mk sidang
2508,584869,1,2019-06-17 00:00:00,"Daftar Jadi WNI Cukup Lewat Online, Warga Cina Daratan Serbu Indonesia","Daftar jadi WNI cukup lewat online, Warga Cina daratan serbu Indonesia
Dibaca ya, Link tertera di komentar",584869.png,"daftar jadi wni cukup lewat online, warga cina daratan serbu indonesia daftar jadi wni cukup lewat online, warga cina daratan serbu indonesia dibaca ya, link tertera di komentar",daftar wni online warga cina darat serbu indonesia daftar wni online warga cina darat serbu indonesia baca link tera komentar
2509,584993,1,2019-05-20 00:00:00,Sore Tadi Para Dayak Berbondong2 Ke Jakarta,"Sore Tadi Para Dayak Berbondong2 Ke Jakarta…..
Demi KPU Mereka Berbondong2 Untuk Ikut Menjaga KPU Dan Siap Melawan Peopel Power….
Puluhan Ribu Suku Dayak Mereka Antusias Berbondong2 Untuk Melawan FPI Yang Akan Bikin Rusuh NKRI Tercinta…..",584993.png,sore tadi para dayak berbondong2 ke jakarta sore tadi para dayak berbondong2 ke jakarta….. demi kpu mereka berbondong2 untuk ikut menjaga kpu dan siap melawan peopel power…. puluhan ribu suku dayak mereka antusias berbondong2 untuk melawan fpi yang akan bikin rusuh nkri tercinta…..,sore dayak bondong jakarta sore dayak bondong jakarta kpu bondong jaga kpu lawan peopel power puluh ribu suku dayak antusias bondong lawan fpi bikin rusuh nkri cinta
2510,584995,1,2019-05-20 00:00:00,"Ribuan Warga Tasik jalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RI","Jalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RI.
AllahuAkbar…",584995.png,"ribuan warga tasik jalan kaki menuju jakarta untuk aksi kedaulatan rakyat, 21-22 mei di kpu ri jalan kaki menuju jakarta untuk aksi kedaulatan rakyat, 21-22 mei di kpu ri. allahuakbar…",ribu warga tasik jalan kaki jakarta aksi daulat rakyat 2122 mei kpu ri jalan kaki jakarta aksi daulat rakyat 2122 mei kpu ri allahuakbar
2511,585038,1,2019-05-11 00:00:00,atas nama: DHEVA SUPRAYOGA,Sabar aja. Nanti juga bakal ketemu. Ada juga yang bilang pria dalam video tersebut atas nama: DHEVA SUPRAYOGA,585038.png,atas nama: dheva suprayoga sabar aja. nanti juga bakal ketemu. ada juga yang bilang pria dalam video tersebut atas nama: dheva suprayoga,nama dheva suprayoga sabar aja ketemu bilang pria video nama dheva suprayoga
2512,585289,0,2019-04-03 00:00:00,Dugaan Pelanggaran Pemilu di Acara Singkawang Bersholawat,Cek video pertama.,585289.png,dugaan pelanggaran pemilu di acara singkawang bersholawat cek video pertama.,duga langgar milu acara singkawang bersholawat cek video
2513,585326,1,2019-03-27 00:00:00,Pesawat-pesawat PAF menciptakan formasi yang indah dari nama Allah di langit,"Pakistan-Day: Pesawat-pesawat PAF menciptakan formasi yang indah dari nama Allah di langit

Oleh Dunia TNS – 23 Maret 2018 6:58 sore",585326.png,pesawat-pesawat paf menciptakan formasi yang indah dari nama allah di langit pakistan-day: pesawat-pesawat paf menciptakan formasi yang indah dari nama allah di langit oleh dunia tns – 23 maret 2018 6:58 sore,pesawat pesawat paf cipta formasi indah nama allah langit pakistan day pesawat pesawat paf cipta formasi indah nama allah langit dunia tns 23 maret 2018 658 sore
2514,585719,1,2019-01-24 00:00:00,Tulisan Lafadz Allah di Tisu Toilet,"Baru-baru ini saya membeli tisu toilet dari Marks & Spencer dan ketika saya membuka salah satunya, itu memiliki nama Allah, seperti yang Anda lihat. ‘Jadi tolong saudara-saudari, jangan beli tisu toilet khusus ini, atau coba boikot Marks & Spencers, karena setiap tisu toilet memiliki nama Allah di atasnya.",585719.png,"tulisan lafadz allah di tisu toilet baru-baru ini saya membeli tisu toilet dari marks & spencer dan ketika saya membuka salah satunya, itu memiliki nama allah, seperti yang anda lihat. ‘jadi tolong saudara-saudari, jangan beli tisu toilet khusus ini, atau coba boikot marks & spencers, karena setiap tisu toilet memiliki nama allah di atasnya.",tulis lafadz allah tisu toilet beli tisu toilet marks spencer buka salah satu milik nama allah lihat saudara saudari beli tisu toilet khusus coba boikot marks spencers tisu toilet milik nama allah atas
2515,586244,1,2018-10-24 00:00:00,"TERJADI BENTROKAN ORMAS DI CIKARANG, GIBAS VS PP","Info penting

Ass.muallaikum tuk bapak2 bagi yang melewati kawasan mm2100 harap berhati hati hari ini mau ada perang antara ormas gibas dan ormas pemuda pancasila besar besaran trimakasih🙏🙏🙏

skrng pemuda pancasila sdg berkumpul di Plaza Metropolitan tambun",586244.jpg,"terjadi bentrokan ormas di cikarang, gibas vs pp info penting ass.muallaikum tuk bapak2 bagi yang melewati kawasan mm2100 harap berhati hati hari ini mau ada perang antara ormas gibas dan ormas pemuda pancasila besar besaran trimakasih🙏🙏🙏 skrng pemuda pancasila sdg berkumpul di plaza metropolitan tambun",bentrok ormas cikarang gibas vs pp info ass muallaikum tuk lewat kawasan mm 2100 harap hati hati perang ormas gibas ormas pemuda pancasila besar trimakasih folded hands folded hands folded hands pemuda pancasila kumpul plaza metropolitan tambun
2516,586368,1,08-Okt-18,Meme Jokowi toast menggunakan Wine,"Bayangkan, Ratusan mobil mewah disiapkan,",586368.jpg,"meme jokowi toast menggunakan wine bayangkan, ratusan mobil mewah disiapkan,",meme jokowi toast wine bayang ratus mobil mewah siap
2517,586664,1,26-Agu-18,"Ada spanduk ini di Pakanbaru, Riau","Ada spanduk ini di Pakanbaru, Riau",586664.jpg,"ada spanduk ini di pakanbaru, riau ada spanduk ini di pakanbaru, riau",spanduk pakanbaru riau spanduk pakanbaru riau
2518,586872,0,2018-07-26 00:00:00,The Guardian: Saya merasa jijik: di dalam pabrik akun Twitter palsu di Indonesia,"Keberanian harian asal Inggris The Guardian membongkar modus pabrik pembuat akun palsu pendukung Ahok telah menggegerkan publik Indonesia Senin, 23 Juli 2018",586872.png,"the guardian: saya merasa jijik: di dalam pabrik akun twitter palsu di indonesia keberanian harian asal inggris the guardian membongkar modus pabrik pembuat akun palsu pendukung ahok telah menggegerkan publik indonesia senin, 23 juli 2018",guardian jijik pabrik akun twitter palsu indonesia berani hari inggris guardian bongkar modus pabrik buat akun palsu dukung ahok geger publik indonesia senin 23 juli 2018
2519,587156,0,2018-06-05 00:00:00,"KLARIFIKASI REBECCA, WANITA YANG DITUDING TEMBAK RAZAN AL-NAJJAR","Tapi sekali lagi, bukan dia yang membunuh Razan",587156.jpg,"klarifikasi rebecca, wanita yang dituding tembak razan al-najjar tapi sekali lagi, bukan dia yang membunuh razan",klarifikasi rebecca wanita tuding tembak razan al najjar bunuh razan
2520,587222,1,2018-05-19 00:00:00,Sofyan Tsauri Brimob Pencetak Teroris,"*SOFYAN TSAURI*
 *BRIMOB PENCETAK TERORIS*
 [...]
 Melalui persidangan panjang akhirnya Ust ABB divonis 18 tahun penjara, sedangkan Sufyan Tsauri ” *Sang Gembong Pencetak Teroris* ” hanya beberapa tahun via sidang santai & kini sudah bebas bahkan tampil bersama Kapolri dalam acara ILC TV One pada tanggal 15 Mei 2018.",587222.png,"sofyan tsauri brimob pencetak teroris *sofyan tsauri* *brimob pencetak teroris* [...] melalui persidangan panjang akhirnya ust abb divonis 18 tahun penjara, sedangkan sufyan tsauri ” *sang gembong pencetak teroris* ” hanya beberapa tahun via sidang santai & kini sudah bebas bahkan tampil bersama kapolri dalam acara ilc tv one pada tanggal 15 mei 2018.",sofyan tsauri brimob cetak teroris sofyan tsauri brimob cetak teroris sidang ust abb vonis 18 penjara sufyan tsauri sang gembong cetak teroris sidang santai bebas tampil kapolri acara ilc tv tanggal 15 mei 2018
2521,587449,1,2018-04-16 00:00:00,Perekaman KTP Elektronik di Gedung Serba Guna Unila Pada 17-19 April 2018,"Kalo ada handai taulan yang belum punya KTP-el. Di infokan kepada masyarakat yang belum pernah melakukan perekaman KTP-el, ada perekaman, KTP langsung jadi di GSG Unila dari tanggal 17-19 April yang diadakan langsung oleh Dirjen Catatan Sipil Jakarta. Manfaatkan kesempatan ini, syarat membawa KK saja (semoga bermanfaat)",587449.png,"perekaman ktp elektronik di gedung serba guna unila pada 17-19 april 2018 kalo ada handai taulan yang belum punya ktp-el. di infokan kepada masyarakat yang belum pernah melakukan perekaman ktp-el, ada perekaman, ktp langsung jadi di gsg unila dari tanggal 17-19 april yang diadakan langsung oleh dirjen catatan sipil jakarta. manfaatkan kesempatan ini, syarat membawa kk saja (semoga bermanfaat)",rekam ktp elektronik gedung serba unila 1719 april 2018 kalo handai taul ktp el info masyarakat rekam ktp el rekam ktp langsung gsg unila tanggal 1719 april ada langsung dirjen catat sipil jakarta manfaat sempat syarat bawa kk moga manfaat
2522,587500,0,2018-04-06 00:00:00,"Hoax Bendera Terbalik, Panglima TNI Disebut Goblok","Hoax Bendera Terbalik, Panglima TNI Disebut Goblok",587500.png,"hoax bendera terbalik, panglima tni disebut goblok hoax bendera terbalik, panglima tni disebut goblok",hoax bendera balik panglima tni goblok hoax bendera balik panglima tni goblok
2523,587505,0,2018-04-05 00:00:00,Klarifikasi @susipudjiastuti Mengenai Mensupport 20 Bis Dari Pangandaran Untuk Aksi 411,"Untold Story:
 
 Kesaksian Tuan Guru Bajang @tgbID tentang Ibu @susipudjiastuti yang mensupport 20 bis dari pangandaran untuk aksi 411
 
 Demi Allah gw terharu! Semoga Bu Susi kelak tergolong orang2 yg husnul Khotimah…Aamiin YRA",587505.png,klarifikasi @susipudjiastuti mengenai mensupport 20 bis dari pangandaran untuk aksi 411 untold story: kesaksian tuan guru bajang @tgbid tentang ibu @susipudjiastuti yang mensupport 20 bis dari pangandaran untuk aksi 411 demi allah gw terharu! semoga bu susi kelak tergolong orang2 yg husnul khotimah…aamiin yra,klarifikasi susipudjiastuti mensupport 20 bis pangandaran aksi 411 untold story saksi tuan guru bajang tgbid susipudjiastuti mensupport 20 bis pangandaran aksi 411 allah gw haru moga bu sus kelak golong orang husnul khotimah aamiin rabbal alamin
2524,587537,1,2018-03-27 00:00:00,Muhammadiyah Keluarkan Fatwa Haram Memilih PSI,"FATWA HARAM MEMILIH PSI
 [...]
 berrdasarkan hasil musyawarah dan masukan dari para netizen maka dengan ini kami keluarkan “Fatwa Haram” memilih PSI kepada seluruh warga Muhammadiyah dan follower 
 dan kami menyeru kepada kader kader muda Muhammadiyah yang masih bercokol di PSI agar segera kalian bertobat kembali ke jalan yang benar jangan menjadi golongan orang yg durhaka terhadap orang tua kita
 #AdminMoSalah",587537.png,muhammadiyah keluarkan fatwa haram memilih psi fatwa haram memilih psi [...] berrdasarkan hasil musyawarah dan masukan dari para netizen maka dengan ini kami keluarkan “fatwa haram” memilih psi kepada seluruh warga muhammadiyah dan follower dan kami menyeru kepada kader kader muda muhammadiyah yang masih bercokol di psi agar segera kalian bertobat kembali ke jalan yang benar jangan menjadi golongan orang yg durhaka terhadap orang tua kita #adminmosalah,muhammadiyah keluar fatwa haram pilih psi fatwa haram pilih psi berrdasarkan hasil musyawarah masuk netizen keluar fatwa haram pilih psi warga muhammadiyah follower seru kader kader muda muhammadiyah cokol psi tobat jalan golong orang durhaka orang tua adminmosalah
2525,587616,0,2018-03-15 00:00:00,"Klarifikasi Terkait Insiden Pengusiran Anggota DPRD Kabupaten Kepulauan Mentawai dan DPRD Sumbar di Kawasan Resort Aloita, Mentawai","Ini hanya salah paham saja, saat itu kita menyampaikan tidak bisa menyandar di dermaga, karena sedang direnovasi, anda bisa mendaratkan kapal hanya lewat pantai,",587616.png,"klarifikasi terkait insiden pengusiran anggota dprd kabupaten kepulauan mentawai dan dprd sumbar di kawasan resort aloita, mentawai ini hanya salah paham saja, saat itu kita menyampaikan tidak bisa menyandar di dermaga, karena sedang direnovasi, anda bisa mendaratkan kapal hanya lewat pantai,",klarifikasi kait insiden usir anggota dprd kabupaten pulau tawa dprd sumbar kawasan resort aloita tawa salah paham sandar dermaga renovasi darat kapal pantai
2526,587656,1,2018-03-07 00:00:00,I Was Told You Kekhawatiran Data Masyarakat Sudah Bocor ke Mana-Mana Terbukti,">> i was told you <<
 Kekhawatiran data masyarakat sudah bocor ke mana-mana terbukti. Proses registrasi pelanggan prabayar menjadi bukti kebocoran data masyarakat bukan isapan jempol. Kebocoran data ini semakin menguatkan perlunya UU Perlindungan Data Pribadi.
 Salah satu pengguna twitter yang kebetulan pelanggan Indosat Ooredoo misalnya sempat bercicit, nomor induk kependudukan (NIK) dan kartu keluarga (KK) dipakai oleh 50 nomor. Ia hanya mengaku memiliki satu nomor.
 http://amp.kontan.co.id/news/data-masyarakat-bocor-buruan-cek-nik-dan-kk-ke-operator-begini-caranya?",587656.png,"i was told you kekhawatiran data masyarakat sudah bocor ke mana-mana terbukti >> i was told you << kekhawatiran data masyarakat sudah bocor ke mana-mana terbukti. proses registrasi pelanggan prabayar menjadi bukti kebocoran data masyarakat bukan isapan jempol. kebocoran data ini semakin menguatkan perlunya uu perlindungan data pribadi. salah satu pengguna twitter yang kebetulan pelanggan indosat ooredoo misalnya sempat bercicit, nomor induk kependudukan (nik) dan kartu keluarga (kk) dipakai oleh 50 nomor. ia hanya mengaku memiliki satu nomor. http://amp.kontan.co.id/news/data-masyarakat-bocor-buruan-cek-nik-dan-kk-ke-operator-begini-caranya?",told khawatir data masyarakat bocor bukti told khawatir data masyarakat bocor bukti proses registrasi langgan prabayar bukti bocor data masyarakat isap jempol bocor data kuat uu lindung data pribadi salah guna twitter langgan indosat ooredoo cicit nomor induk duduk nik kartu keluarga kk pakai 50 nomor aku milik nomor httpampkontancoidnewsdatamasyarakatbocorburuanceknikdankkkeoperatorbeginicaranya
